ticker,date,period_ending,estimate,reported,surprise,surprise%
ORC,2024-07-25,2024-06-30,-0.07,-0.08,-0.01,-14.2857
ORCL,2024-06-11,2024-05-31,1.65,1.63,-0.02,-1.2121
ORGO,2024-08-08,2024-06-30,-0.01,0.04,0.05,500.0
ORI,2024-07-25,2024-06-30,0.64,0.76,0.12,18.75
ORIC,2024-08-12,2024-06-30,-0.41,-0.45,-0.04,-9.7561
ORLY,2024-07-24,2024-06-30,10.98,10.55,-0.43,-3.9162
ORRF,2024-07-23,2024-06-30,0.73,0.83,0.1,13.6986
OSBC,2024-07-17,2024-06-30,0.47,0.48,0.01,2.1277
OSCR,2024-08-07,2024-06-30,0.16,0.2,0.04,25.0
OSIS,2024-08-22,2024-06-30,2.79,2.84,0.05,1.7921
OSK,2024-07-31,2024-06-30,2.98,3.34,0.36,12.0805
OSPN,2024-08-01,2024-06-30,0.16,0.31,0.15,93.75
OSUR,2024-08-06,2024-06-30,-0.03,-0.01,0.02,66.6667
OSW,2024-07-31,2024-06-30,0.2,0.2,0.0,0.0
OTIS,2024-07-24,2024-06-30,1.03,1.06,0.03,2.9126
OTLK,2024-08-14,2024-06-30,-1.01,-0.83,0.18,17.8218
OTTR,2024-08-05,2024-06-30,1.69,2.07,0.38,22.4852
OUST,2024-08-13,2024-06-30,-0.62,-0.53,0.09,14.5161
OUT,2024-08-06,2024-06-30,0.21,0.18,-0.03,-14.2857
OVV,2024-07-30,2024-06-30,1.31,1.23,-0.08,-6.1069
OWL,2024-08-01,2024-06-30,0.19,0.19,0.0,0.0
OXM,2024-06-12,2024-05-31,2.68,2.66,-0.02,-0.7463
OXY,2024-08-07,2024-06-30,0.77,1.03,0.26,33.7662
OZK,2024-07-17,2024-06-30,1.52,1.53,0.01,0.6579
PACB,2024-08-07,2024-06-30,-0.23,-0.64,-0.41,-178.2609
PACK,2024-08-01,2024-06-30,-0.06,0.07,0.13,216.6667
PACS,2024-08-13,2024-06-30,0.34,-0.07,-0.41,-120.5882
PAG,2024-07-31,2024-06-30,3.39,3.61,0.22,6.4897
PAGS,2024-08-20,2024-06-30,0.28,0.2998,0.0198,7.0714
PAHC,2024-08-28,2024-06-30,0.33,0.41,0.08,24.2424
PANL,2024-08-08,2024-06-30,0.15,0.08,-0.07,-46.6667
PANW,2024-08-19,2024-07-31,1.41,1.51,0.1,7.0922
PAR,2024-08-08,2024-06-30,-0.18,-0.23,-0.05,-27.7778
PARA,2024-08-08,2024-06-30,0.12,0.54,0.42,350.0
PARAA,2024-08-08,2024-06-30,0.12,0.54,0.42,350.0
PARR,2024-08-06,2024-06-30,0.17,0.49,0.32,188.2353
PATH,2024-09-04,2024-07-31,0.03,0.04,0.01,33.3333
PATK,2024-08-01,2024-06-30,2.05,2.16,0.11,5.3659
PAX,2024-08-01,2024-06-30,0.22,0.22,0.0,0.0
PAYC,2024-07-31,2024-06-30,1.6,1.62,0.02,1.25
PAYO,2024-08-07,2024-06-30,0.05,0.09,0.04,80.0
PAYS,2024-07-31,2024-06-30,0.01,0.01,0.0,0.0
PAYX,2024-06-26,2024-05-31,1.1,1.12,0.02,1.8182
PB,2024-07-24,2024-06-30,1.18,1.17,-0.01,-0.8475
PBF,2024-08-01,2024-06-30,-0.15,-0.54,-0.39,-260.0
PBH,2024-08-08,2024-06-30,0.86,0.9,0.04,4.6512
PBPB,2024-08-08,2024-06-30,0.06,0.08,0.02,33.3333
PCAR,2024-07-23,2024-06-30,2.14,2.13,-0.01,-0.4673
PCG,2024-07-25,2024-06-30,0.3,0.31,0.01,3.3333
PCH,2024-07-29,2024-06-30,0.16,0.17,0.01,6.25
PCOR,2024-08-01,2024-06-30,0.25,0.39,0.14,56.0
PCRX,2024-07-30,2024-06-30,0.7,0.89,0.19,27.1429
PCT,2024-08-08,2024-06-30,-0.17,-0.29,-0.12,-70.5882
PCTY,2024-08-01,2024-06-30,1.29,1.48,0.19,14.7287
PCVX,2024-08-06,2024-06-30,-0.98,-1.1,-0.12,-12.2449
PD,2024-09-03,2024-07-31,0.17,0.21,0.04,23.5294
PDCO,2024-08-28,2024-07-31,0.32,0.24,-0.08,-25.0
PDFS,2024-08-08,2024-06-30,0.14,0.18,0.04,28.5714
PDM,2024-07-31,2024-06-30,-0.05,-0.08,-0.03,-60.0
PEB,2024-07-24,2024-06-30,0.07,0.16,0.09,128.5714
PEBO,2024-07-23,2024-06-30,0.85,0.82,-0.03,-3.5294
PECO,2024-07-25,2024-06-30,0.14,0.12,-0.02,-14.2857
PEG,2024-07-30,2024-06-30,0.63,0.63,0.0,0.0
PEGA,2024-07-24,2024-06-30,0.25,0.52,0.27,108.0
PEN,2024-07-30,2024-06-30,0.56,0.64,0.08,14.2857
PENG,2024-07-10,2024-05-31,0.3,0.37,0.07,23.3333
PENN,2024-08-08,2024-06-30,-0.25,-0.18,0.07,28.0
PEP,2024-07-11,2024-06-30,2.16,2.28,0.12,5.5556
PEPG,2024-08-08,2024-06-30,-0.72,-0.87,-0.15,-20.8333
PFBC,2024-07-25,2024-06-30,2.39,2.48,0.09,3.7657
PFC,2024-07-30,2024-06-30,0.51,0.45,-0.06,-11.7647
PFE,2024-07-30,2024-06-30,0.46,0.6,0.14,30.4348
PFG,2024-07-25,2024-06-30,1.84,1.63,-0.21,-11.413
PFGC,2024-08-14,2024-06-30,1.37,1.45,0.08,5.8394
PFIS,2024-07-25,2024-06-30,0.52,0.59,0.07,13.4615
PFMT,2024-08-07,2024-06-30,-0.05,-0.04,0.01,20.0
PFS,2024-07-25,2024-06-30,0.35,-0.11,-0.46,-131.4286
PFSI,2024-07-23,2024-06-30,2.58,1.85,-0.73,-28.2946
PG,2024-07-30,2024-06-30,1.37,1.4,0.03,2.1898
PGC,2024-07-23,2024-06-30,0.34,0.42,0.08,23.5294
PGEN,2024-08-14,2024-06-30,-0.1,-0.1,0.0,0.0
PGNY,2024-08-06,2024-06-30,0.17,0.17,0.0,0.0
PGR,2024-09-13,2024-06-30,2.01,2.65,0.64,31.8408
PGRE,2024-07-31,2024-06-30,-0.03,-0.04,-0.01,-33.3333
PGY,2024-08-09,2024-06-30,-0.01,-1.04,-1.03,-10300.0
PH,2024-08-08,2024-06-30,6.22,6.77,0.55,8.8424
PHAT,2024-08-08,2024-06-30,-1.38,-1.56,-0.18,-13.0435
PHIN,2024-07-31,2024-06-30,1.15,0.88,-0.27,-23.4783
PHM,2024-07-23,2024-06-30,3.27,3.77,0.5,15.2905
PHR,2024-09-04,2024-07-31,-0.36,-0.31,0.05,13.8889
PI,2024-07-24,2024-06-30,0.74,0.83,0.09,12.1622
PII,2024-07-23,2024-06-30,2.23,1.38,-0.85,-38.1166
PINC,2024-08-20,2024-06-30,0.49,0.69,0.2,40.8163
PINS,2024-07-30,2024-06-30,0.28,0.29,0.01,3.5714
PIPR,2024-08-02,2024-06-30,2.25,2.52,0.27,12.0
PJT,2024-07-30,2024-06-30,0.69,1.19,0.5,72.4638
PK,2024-07-31,2024-06-30,0.28,0.3,0.02,7.1429
PKG,2024-07-23,2024-06-30,2.14,2.2,0.06,2.8037
PKST,2024-08-08,2024-06-30,-0.02,-0.11,-0.09,-450.0
PL,2024-09-05,2024-07-31,-0.06,-0.06,0.0,0.0
PLAB,2024-08-29,2024-07-31,0.56,0.51,-0.05,-8.9286
PLAY,2024-09-10,2024-07-31,0.84,0.99,0.15,17.8571
PLD,2024-07-17,2024-06-30,0.59,0.92,0.33,55.9322
PLL,2024-08-08,2024-06-30,-0.26,-0.69,-0.43,-165.3846
PLMR,2024-08-05,2024-06-30,1.09,1.25,0.16,14.6789
PLNT,2024-08-06,2024-06-30,0.66,0.71,0.05,7.5758
PLOW,2024-07-29,2024-06-30,0.66,1.11,0.45,68.1818
PLRX,2024-08-07,2024-06-30,-0.85,-0.92,-0.07,-8.2353
PLTK,2024-08-07,2024-06-30,0.17,0.23,0.06,35.2941
PLTR,2024-08-05,2024-06-30,0.08,0.09,0.01,12.5
PLUG,2024-08-08,2024-06-30,-0.29,-0.36,-0.07,-24.1379
PLUS,2024-08-06,2024-06-30,1.17,1.13,-0.04,-3.4188
PLXS,2024-07-24,2024-06-30,1.31,1.45,0.14,10.687
PLYM,2024-07-31,2024-06-30,-0.04,0.03,0.07,175.0
PM,2024-07-23,2024-06-30,1.57,1.59,0.02,1.2739
PMT,2024-07-23,2024-06-30,0.35,0.17,-0.18,-51.4286
PNC,2024-07-16,2024-06-30,2.98,3.3,0.32,10.7383
PNFP,2024-07-16,2024-06-30,1.61,0.64,-0.97,-60.2484
PNR,2024-07-23,2024-06-30,1.14,1.22,0.08,7.0175
PNTG,2024-08-06,2024-06-30,0.22,0.24,0.02,9.0909
PNW,2024-08-01,2024-06-30,1.25,1.76,0.51,40.8
PODD,2024-08-08,2024-06-30,0.56,0.55,-0.01,-1.7857
POOL,2024-07-25,2024-06-30,4.9,4.99,0.09,1.8367
POR,2024-07-26,2024-06-30,0.62,0.69,0.07,11.2903
POST,2024-08-01,2024-06-30,1.25,1.54,0.29,23.2
POWI,2024-08-06,2024-06-30,0.26,0.28,0.02,7.6923
POWL,2024-07-30,2024-06-30,2.16,3.79,1.63,75.463
POWW,2024-08-08,2024-06-30,-0.03,-0.07,-0.04,-133.3333
PPBI,2024-07-24,2024-06-30,0.43,0.43,0.0,0.0
PPC,2024-07-31,2024-06-30,1.3,1.67,0.37,28.4615
PPG,2024-07-18,2024-06-30,2.48,2.5,0.02,0.8065
PPL,2024-08-02,2024-06-30,0.33,0.38,0.05,15.1515
PPTA,2024-08-09,2024-06-30,-0.08,-0.06,0.02,25.0
PR,2024-08-06,2024-06-30,0.38,0.36,-0.02,-5.2632
PRA,2024-08-08,2024-06-30,0.1,0.23,0.13,130.0
PRAA,2024-08-05,2024-06-30,0.08,0.54,0.46,575.0
PRAX,2024-08-13,2024-06-30,-2.31,-1.74,0.57,24.6753
PRCT,2024-08-01,2024-06-30,-0.52,-0.5,0.02,3.8462
PRDO,2024-07-31,2024-06-30,0.58,0.6,0.02,3.4483
PRG,2024-07-24,2024-06-30,0.73,0.92,0.19,26.0274
PRGO,2024-08-02,2024-06-30,0.46,0.53,0.07,15.2174
PRGS,2024-06-25,2024-05-31,0.95,1.09,0.14,14.7368
PRI,2024-08-07,2024-06-30,4.47,4.71,0.24,5.3691
PRIM,2024-08-05,2024-06-30,0.79,1.04,0.25,31.6456
PRK,2024-07-22,2024-06-30,2.0,2.42,0.42,21.0
PRKS,2024-08-07,2024-06-30,1.54,1.46,-0.08,-5.1948
PRLB,2024-08-02,2024-06-30,0.35,0.38,0.03,8.5714
PRM,2024-08-01,2024-06-30,0.02,0.14,0.12,600.0
PRMB,2024-06-30,2024-06-30,0.24,0.26,0.02,8.3333
PRME,2024-08-08,2024-06-30,-0.387,-0.46,-0.073,-18.863
PRO,2024-07-30,2024-06-30,0.02,0.07,0.05,250.0
PROK,2024-08-09,2024-06-30,-0.17,-0.16,0.01,5.8824
PRTA,2024-08-08,2024-06-30,-1.05,1.22,2.27,216.1905
PRU,2024-08-01,2024-06-30,3.45,3.39,-0.06,-1.7391
PRVA,2024-08-08,2024-06-30,0.05,0.03,-0.02,-40.0
PSA,2024-07-30,2024-06-30,2.6,2.66,0.06,2.3077
PSFE,2024-08-13,2024-06-30,0.07,-0.02,-0.09,-128.5714
PSMT,2024-07-10,2024-05-31,1.01,1.08,0.07,6.9307
PSN,2024-07-31,2024-06-30,0.69,0.84,0.15,21.7391
PSTG,2024-08-28,2024-07-31,0.37,0.44,0.07,18.9189
PSTL,2024-08-06,2024-06-30,0.03,0.02,-0.01,-33.3333
PSX,2024-07-30,2024-06-30,1.98,2.31,0.33,16.6667
PTC,2024-07-31,2024-06-30,0.96,0.98,0.02,2.0833
PTCT,2024-08-08,2024-06-30,-1.05,-1.27,-0.22,-20.9524
PTEN,2024-07-24,2024-06-30,0.15,0.03,-0.12,-80.0
PTGX,2024-08-06,2024-06-30,-0.6,-0.5,0.1,16.6667
PTLO,2024-08-06,2024-06-30,0.11,0.1,-0.01,-9.0909
PTON,2024-08-21,2024-06-30,-0.17,-0.22,-0.05,-29.4118
PTVE,2024-07-31,2024-06-30,0.25,0.17,-0.08,-32.0
PUBM,2024-08-08,2024-06-30,-0.02,0.04,0.06,300.0
PUMP,2024-07-31,2024-06-30,0.08,-0.03,-0.11,-137.5
PVH,2024-08-27,2024-05-31,2.29,3.01,0.72,31.441
PWP,2024-08-02,2024-06-30,0.17,0.43,0.26,152.9412
PWR,2024-08-01,2024-06-30,1.89,1.9,0.01,0.5291
PX,2024-08-08,2024-06-30,0.2,0.24,0.04,20.0
PYCR,2024-08-15,2024-06-30,0.0929,0.11,0.0171,18.4069
PYPL,2024-07-30,2024-06-30,0.99,1.19,0.2,20.202
PZZA,2024-08-08,2024-06-30,0.53,0.61,0.08,15.0943
QCOM,2024-07-31,2024-06-30,2.25,2.33,0.08,3.5556
QCRH,2024-07-24,2024-06-30,1.41,1.73,0.32,22.695
QDEL,2024-07-31,2024-06-30,-0.23,-0.07,0.16,69.5652
QGEN,2024-07-31,2024-06-30,0.51,0.55,0.04,7.8431
QLYS,2024-08-06,2024-06-30,1.32,1.52,0.2,15.1515
QNST,2024-08-08,2024-06-30,0.1,0.11,0.01,10.0
QRVO,2024-07-30,2024-06-30,0.71,0.87,0.16,22.5352
QS,2024-07-24,2024-06-30,-0.22,-0.25,-0.03,-13.6364
QSI,2024-08-07,2024-06-30,-0.19,-0.16,0.03,15.7895
QTRX,2024-08-08,2024-06-30,-0.27,-0.25,0.02,7.4074
QTTB,2024-08-08,2024-06-30,-1.04,-1.42,-0.38,-36.5385
QTWO,2024-07-31,2024-06-30,0.31,0.38,0.07,22.5806
R,2024-07-25,2024-06-30,2.87,3.0,0.13,4.5296
RAMP,2024-08-07,2024-06-30,0.31,0.35,0.04,12.9032
RAPT,2024-08-08,2024-06-30,-0.72,-0.71,0.01,1.3889
RARE,2024-08-01,2024-06-30,-1.69,-1.52,0.17,10.0592
RBA,2024-08-06,2024-06-30,0.84,0.94,0.1,11.9048
RBB,2024-07-22,2024-06-30,0.34,0.39,0.05,14.7059
RBBN,2024-07-24,2024-06-30,0.05,0.05,0.0,0.0
RBC,2024-08-02,2024-06-30,2.4,2.54,0.14,5.8333
RBCAA,2024-07-19,2024-06-30,1.33,1.3,-0.03,-2.2556
RBLX,2024-08-01,2024-06-30,-0.39,-0.32,0.07,17.9487
RC,2024-08-07,2024-06-30,0.24,0.07,-0.17,-70.8333
RCEL,2024-08-08,2024-06-30,-0.52,-0.6,-0.08,-15.3846
RCKT,2024-08-05,2024-06-30,-0.72,-0.74,-0.02,-2.7778
RCL,2024-07-25,2024-06-30,2.75,3.21,0.46,16.7273
RCM,2024-08-07,2024-06-30,-0.05,-0.02,0.03,60.0
RCUS,2024-08-08,2024-06-30,-1.1,-1.02,0.08,7.2727
RDFN,2024-08-06,2024-06-30,-0.26,-0.23,0.03,11.5385
RDN,2024-07-31,2024-06-30,0.9,0.99,0.09,10.0
RDNT,2024-08-07,2024-06-30,0.17,0.16,-0.01,-5.8824
RDUS,2024-07-02,2024-05-31,-0.66,-0.59,0.07,10.6061
RDVT,2024-08-07,2024-06-30,0.19,0.1877,-0.0023,-1.2105
REAX,2024-08-07,2024-06-30,-0.02,-0.01,0.01,50.0
REFI,2024-08-07,2024-06-30,0.51,0.46,-0.05,-9.8039
REG,2024-08-01,2024-06-30,0.46,0.54,0.08,17.3913
REGN,2024-08-01,2024-06-30,10.61,11.56,0.95,8.9538
REI,2024-08-06,2024-06-30,0.11,0.12,0.01,9.0909
RELY,2024-07-31,2024-06-30,-0.09,-0.06,0.03,33.3333
REPL,2024-08-08,2024-06-30,-0.85,-0.78,0.07,8.2353
REPX,2024-08-07,2024-06-30,1.74,1.59,-0.15,-8.6207
RES,2024-07-25,2024-06-30,0.13,0.15,0.02,15.3846
REVG,2024-09-04,2024-07-31,0.42,0.48,0.06,14.2857
REX,2024-08-27,2024-07-31,0.7,0.7,0.0,0.0
REXR,2024-07-17,2024-06-30,0.27,0.37,0.1,37.037
REYN,2024-08-07,2024-06-30,0.44,0.46,0.02,4.5455
REZI,2024-08-08,2024-06-30,0.5,0.62,0.12,24.0
RF,2024-07-19,2024-06-30,0.48,0.52,0.04,8.3333
RGA,2024-08-01,2024-06-30,5.09,5.48,0.39,7.6621
RGEN,2024-07-30,2024-06-30,0.33,0.33,0.0,0.0
RGLD,2024-08-07,2024-06-30,1.18,1.25,0.07,5.9322
RGNX,2024-08-01,2024-06-30,-1.29,-1.05,0.24,18.6047
RGP,2024-07-18,2024-05-31,0.07,0.28,0.21,300.0
RGR,2024-07-31,2024-06-30,0.76,0.47,-0.29,-38.1579
RH,2024-06-13,2024-05-31,-0.12,-0.4,-0.28,-233.3333
RHI,2024-07-24,2024-06-30,0.71,0.66,-0.05,-7.0423
RHP,2024-07-31,2024-06-30,1.34,1.65,0.31,23.1343
RICK,2024-08-08,2024-06-30,0.82,-0.56,-1.38,-168.2927
RIG,2024-07-31,2024-06-30,-0.1,-0.15,-0.05,-50.0
RIGL,2024-08-06,2024-06-30,-0.29,-0.06,0.23,79.3103
RIOT,2024-07-31,2024-06-30,-0.14,-0.41,-0.27,-192.8571
RITM,2024-07-31,2024-06-30,0.42,0.47,0.05,11.9048
RIVN,2024-08-06,2024-06-30,-1.21,-1.13,0.08,6.6116
RJF,2024-07-24,2024-06-30,2.32,2.39,0.07,3.0172
RKLB,2024-08-08,2024-06-30,-0.1,-0.08,0.02,20.0
RKT,2024-08-01,2024-06-30,0.05,0.06,0.01,20.0
RL,2024-08-07,2024-06-30,2.47,2.7,0.23,9.3117
RLAY,2024-08-06,2024-06-30,-0.73,-0.69,0.04,5.4795
RLI,2024-07-22,2024-06-30,1.34,1.72,0.38,28.3582
RLJ,2024-08-01,2024-06-30,0.15,0.2,0.05,33.3333
RM,2024-07-31,2024-06-30,0.57,0.86,0.29,50.8772
RMAX,2024-08-08,2024-06-30,0.35,0.41,0.06,17.1429
RMBS,2024-07-29,2024-06-30,0.45,0.42,-0.03,-6.6667
RMD,2024-08-01,2024-06-30,2.07,2.08,0.01,0.4831
RMNI,2024-07-31,2024-06-30,0.09,0.07,-0.02,-22.2222
RMR,2024-08-01,2024-06-30,0.39,0.37,-0.02,-5.1282
RNA,2024-08-09,2024-06-30,-0.79,-0.65,0.14,17.7215
RNG,2024-08-01,2024-06-30,0.88,0.91,0.03,3.4091
RNR,2024-07-24,2024-06-30,10.65,12.41,1.76,16.5258
RNST,2024-07-23,2024-06-30,0.66,0.69,0.03,4.5455
ROAD,2024-08-09,2024-06-30,0.54,0.59,0.05,9.2593
ROCK,2024-07-31,2024-06-30,1.25,1.18,-0.07,-5.6
ROG,2024-07-25,2024-06-30,0.6,0.69,0.09,15.0
ROIC,2024-07-23,2024-06-30,0.06,0.06,0.0,0.0
ROIV,2024-08-08,2024-06-30,-0.26,0.12,0.38,146.1538
ROK,2024-08-07,2024-06-30,2.08,2.71,0.63,30.2885
ROKU,2024-08-01,2024-06-30,-0.43,-0.24,0.19,44.186
ROL,2024-07-24,2024-06-30,0.27,0.27,0.0,0.0
ROOT,2024-08-07,2024-06-30,-1.52,-0.52,1.0,65.7895
ROP,2024-07-24,2024-06-30,4.46,4.48,0.02,0.4484
ROST,2024-08-22,2024-07-31,1.5,1.59,0.09,6.0
RPAY,2024-08-08,2024-06-30,0.22,0.22,0.0,0.0
RPD,2024-08-06,2024-06-30,0.52,0.58,0.06,11.5385
RPM,2024-07-25,2024-05-31,1.55,1.56,0.01,0.6452
RPRX,2024-08-08,2024-06-30,0.97,0.96,-0.01,-1.0309
RRBI,2024-07-26,2024-06-30,1.1,1.16,0.06,5.4545
RRC,2024-07-23,2024-06-30,0.41,0.46,0.05,12.1951
RRR,2024-07-23,2024-06-30,0.64,0.62,-0.02,-3.125
RRX,2024-07-31,2024-06-30,2.13,2.29,0.16,7.5117
RS,2024-07-25,2024-06-30,4.73,4.65,-0.08,-1.6913
RSG,2024-07-24,2024-06-30,1.53,1.61,0.08,5.2288
RSI,2024-07-31,2024-06-30,-0.0012,0.04,0.0412,3433.3333
RTX,2024-07-25,2024-06-30,1.3,1.41,0.11,8.4615
RUN,2024-08-06,2024-06-30,-0.33,0.55,0.88,266.6667
RUSHA,2024-07-31,2024-06-30,0.77,0.97,0.2,25.974
RVLV,2024-08-06,2024-06-30,0.13,0.21,0.08,61.5385
RVMD,2024-08-07,2024-06-30,-0.77,-0.81,-0.04,-5.1948
RVNC,2024-08-08,2024-06-30,-0.53,-0.36,0.17,32.0755
RVTY,2024-07-29,2024-06-30,1.12,1.22,0.1,8.9286
RWT,2024-08-01,2024-06-30,0.13,0.13,0.0,0.0
RXO,2024-08-07,2024-06-30,0.02,0.03,0.01,50.0
RXRX,2024-08-08,2024-06-30,-0.4,-0.4,0.0,0.0
RXST,2024-08-05,2024-06-30,-0.22,-0.16,0.06,27.2727
RYAM,2024-08-06,2024-06-30,-0.1,0.19,0.29,290.0
RYAN,2024-08-01,2024-06-30,0.56,0.58,0.02,3.5714
RYI,2024-07-30,2024-06-30,0.21,0.33,0.12,57.1429
RYN,2024-08-07,2024-06-30,0.14,0.02,-0.12,-85.7143
RYTM,2024-08-06,2024-06-30,-0.71,-0.69,0.02,2.8169
S,2024-08-29,2024-07-31,-0.2162,0.01,0.2262,104.6253
SABR,2024-08-01,2024-06-30,-0.08,-0.05,0.03,37.5
SAFE,2024-07-29,2024-06-30,0.37,0.41,0.04,10.8108
SAFT,2024-08-07,2024-06-30,1.3,1.18,-0.12,-9.2308
SAGE,2024-07-31,2024-06-30,-1.66,-1.7,-0.04,-2.4096
SAH,2024-08-05,2024-06-30,1.38,1.47,0.09,6.5217
SAIA,2024-07-26,2024-06-30,4.0,3.83,-0.17,-4.25
SAIC,2024-09-05,2024-07-31,1.86,2.05,0.19,10.2151
SAM,2024-07-25,2024-06-30,5.02,4.39,-0.63,-12.5498
SANA,2024-08-08,2024-06-30,-0.28,-0.32,-0.04,-14.2857
SANM,2024-07-29,2024-06-30,1.28,1.25,-0.03,-2.3438
SASR,2024-07-23,2024-06-30,0.43,0.51,0.08,18.6047
SATS,2024-08-06,2024-06-30,-0.25,-0.76,-0.51,-204.0
SAVA,2024-08-08,2024-06-30,-0.4,0.13,0.53,132.5
SAVE,2024-08-01,2024-06-30,-1.36,-1.44,-0.08,-5.8824
SB,2024-09-06,2024-06-30,0.2,0.17,-0.03,-15.0
SBAC,2024-07-29,2024-06-30,2.07,1.51,-0.56,-27.0531
SBCF,2024-07-25,2024-06-30,0.34,0.36,0.02,5.8824
SBGI,2024-08-07,2024-06-30,-0.13,0.27,0.4,307.6923
SBH,2024-08-08,2024-06-30,0.4,0.45,0.05,12.5
SBRA,2024-08-07,2024-06-30,0.15,0.1,-0.05,-33.3333
SBSI,2024-07-25,2024-06-30,0.64,0.81,0.17,26.5625
SBUX,2024-07-30,2024-06-30,0.93,0.93,0.0,0.0
SCCO,2024-07-19,2024-06-30,1.05,1.21,0.16,15.2381
SCHL,2024-07-18,2024-05-31,2.66,1.56,-1.1,-41.3534
SCHW,2024-07-16,2024-06-30,0.72,0.73,0.01,1.3889
SCI,2024-07-31,2024-06-30,0.87,0.79,-0.08,-9.1954
SCL,2024-07-31,2024-06-30,0.67,0.41,-0.26,-38.806
SCLX,2024-08-28,2024-06-30,-0.14,-0.262,-0.122,-87.1429
SCPH,2024-08-08,2024-06-30,-0.4,-0.44,-0.04,-10.0
SCS,2024-06-20,2024-05-31,0.1,0.16,0.06,60.0
SCSC,2024-08-20,2024-06-30,0.92,0.8,-0.12,-13.0435
SCVL,2024-09-05,2024-07-31,0.83,0.83,0.0,0.0
SDGR,2024-07-31,2024-06-30,-0.85,-0.74,0.11,12.9412
SDRL,2024-08-05,2024-06-30,0.63,0.69,0.06,9.5238
SEAT,2024-08-06,2024-06-30,0.06,-0.01,-0.07,-116.6667
SEE,2024-08-08,2024-06-30,0.64,0.83,0.19,29.6875
SEI,2024-07-09,2024-06-30,0.12,0.13,0.01,8.3333
SEIC,2024-07-24,2024-06-30,1.05,1.05,0.0,0.0
SEM,2024-08-01,2024-06-30,0.61,0.6,-0.01,-1.6393
SEMR,2024-08-05,2024-06-30,0.07,0.06,-0.01,-14.2857
SES,2024-07-29,2024-06-30,-0.08,-0.06,0.02,25.0
SEZL,2024-08-07,2024-06-30,0.84,4.9303,4.0903,486.9405
SF,2024-07-24,2024-06-30,1.54,1.6,0.06,3.8961
SFBS,2024-07-15,2024-06-30,0.91,0.95,0.04,4.3956
SFIX,2024-09-24,2024-07-31,-0.19,-0.28,-0.09,-47.3684
SFL,2024-08-14,2024-06-30,-0.01,0.16,0.17,1700.0
SFM,2024-07-29,2024-06-30,0.78,0.94,0.16,20.5128
SFNC,2024-07-24,2024-06-30,0.31,0.33,0.02,6.4516
SFST,2024-07-18,2024-06-30,0.29,0.37,0.08,27.5862
SG,2024-08-08,2024-06-30,-0.1,-0.13,-0.03,-30.0
SGHC,2024-08-07,2024-06-30,0.1087,-0.0017,-0.1104,-101.5639
SGRY,2024-08-06,2024-06-30,0.2,0.21,0.01,5.0
SHAK,2024-08-01,2024-06-30,0.27,0.27,0.0,0.0
SHBI,2024-07-25,2024-06-30,0.33,0.34,0.01,3.0303
SHC,2024-08-05,2024-06-30,0.16,0.19,0.03,18.75
SHEN,2024-08-07,2024-06-30,0.01,0.01,0.0,0.0
SHLS,2024-08-06,2024-06-30,0.08,0.1,0.02,25.0
SHO,2024-08-07,2024-06-30,0.1,0.11,0.01,10.0
SHOO,2024-07-31,2024-06-30,0.53,0.57,0.04,7.5472
SHW,2024-07-23,2024-06-30,3.48,3.7,0.22,6.3218
SHYF,2024-07-25,2024-06-30,0.09,0.16,0.07,77.7778
SIBN,2024-08-05,2024-06-30,-0.28,-0.22,0.06,21.4286
SIG,2024-09-12,2024-07-31,1.14,1.25,0.11,9.6491
SIGI,2024-07-18,2024-06-30,1.49,-1.1,-2.59,-173.8255
SIRI,2024-08-01,2024-06-30,0.08,0.08,0.0,0.0
SITC,2024-07-30,2024-06-30,0.04,1.11,1.07,2675.0
SITE,2024-07-31,2024-06-30,2.54,2.63,0.09,3.5433
SITM,2024-08-07,2024-06-30,0.04,0.12,0.08,200.0
SJM,2024-08-28,2024-07-31,2.17,2.44,0.27,12.4424
SJW,2024-07-24,2024-06-30,0.57,0.64,0.07,12.2807
SKIN,2024-08-08,2024-06-30,-0.05,-0.1018,-0.0518,-103.6
SKT,2024-08-01,2024-06-30,0.19,0.23,0.04,21.0526
SKWD,2024-08-06,2024-06-30,0.6533,0.8,0.1467,22.4552
SKX,2024-07-25,2024-06-30,0.95,0.91,-0.04,-4.2105
SKY,2024-08-06,2024-06-30,0.74,0.89,0.15,20.2703
SKYW,2024-07-25,2024-06-30,1.73,1.82,0.09,5.2023
SLAB,2024-07-24,2024-06-30,-0.64,-0.56,0.08,12.5
SLB,2024-07-19,2024-06-30,0.83,0.85,0.02,2.4096
SLDP,2024-08-06,2024-06-30,-0.07,-0.13,-0.06,-85.7143
SLG,2024-07-17,2024-06-30,-0.13,-0.04,0.09,69.2308
SLGN,2024-07-31,2024-06-30,0.87,0.88,0.01,1.1494
SLM,2024-07-24,2024-06-30,0.84,1.11,0.27,32.1429
SLNO,2024-08-07,2024-06-30,-0.6,-0.57,0.03,5.0
SLP,2024-07-02,2024-05-31,0.15,0.15,0.0,0.0
SLQT,2024-09-13,2024-06-30,-0.15,-0.18,-0.03,-20.0
SLRN,2024-08-14,2024-06-30,-0.6633,-0.86,-0.1967,-29.6548
SLVM,2024-08-09,2024-06-30,1.58,1.98,0.4,25.3165
SM,2024-08-07,2024-06-30,1.53,1.85,0.32,20.915
