ticker,date,period_ending,estimate,reported,surprise,surprise%
WOLF,2024-08-21,2024-06-30,-0.85,-0.89,-0.04,-4.7059
WOOF,2024-09-10,2024-07-31,-0.02,-0.02,0.0,0.0
WOR,2024-06-25,2024-05-31,0.95,0.74,-0.21,-22.1053
WOW,2024-08-08,2024-06-30,-0.14,-0.13,0.01,7.1429
WPC,2024-07-30,2024-06-30,0.58,0.65,0.07,12.069
WRB,2024-07-22,2024-06-30,0.92,1.04,0.12,13.0435
WRBY,2024-08-08,2024-06-30,0.05,0.08,0.03,60.0
WRLD,2024-07-26,2024-06-30,1.69,1.79,0.1,5.9172
WS,2024-06-26,2024-05-31,0.84,1.06,0.22,26.1905
WSBC,2024-07-26,2024-06-30,0.53,0.49,-0.04,-7.5472
WSC,2024-08-01,2024-06-30,0.39,0.48,0.09,23.0769
WSFS,2024-07-25,2024-06-30,1.04,1.08,0.04,3.8462
WSM,2024-08-22,2024-07-31,1.6,1.74,0.14,8.75
WSO,2024-07-30,2024-06-30,4.69,4.49,-0.2,-4.2644
WSR,2024-07-31,2024-06-30,0.08,0.05,-0.03,-37.5
WST,2024-07-25,2024-06-30,1.74,1.52,-0.22,-12.6437
WT,2024-07-26,2024-06-30,0.14,0.16,0.02,14.2857
WTBA,2024-07-25,2024-06-30,0.32,0.31,-0.01,-3.125
WTFC,2024-07-17,2024-06-30,2.42,2.32,-0.1,-4.1322
WTI,2024-08-06,2024-06-30,-0.05,-0.1,-0.05,-100.0
WTM,2024-08-07,2024-06-30,-26.0,-21.24,4.76,18.3077
WTRG,2024-08-05,2024-06-30,0.3,0.28,-0.02,-6.6667
WTS,2024-08-07,2024-06-30,2.33,2.46,0.13,5.5794
WTTR,2024-07-30,2024-06-30,0.11,0.13,0.02,18.1818
WTW,2024-07-25,2024-06-30,2.33,2.55,0.22,9.4421
WU,2024-07-30,2024-06-30,0.45,0.44,-0.01,-2.2222
WULF,2024-08-12,2024-06-30,-0.02,-0.03,-0.01,-50.0
WVE,2024-08-08,2024-06-30,-0.21,-0.25,-0.04,-19.0476
WWD,2024-07-29,2024-06-30,1.52,1.63,0.11,7.2368
WWW,2024-08-07,2024-06-30,0.12,0.15,0.03,25.0
WY,2024-07-25,2024-06-30,0.21,0.21,0.0,0.0
WYNN,2024-08-06,2024-06-30,1.14,1.12,-0.02,-1.7544
X,2024-08-01,2024-06-30,0.77,0.84,0.07,9.0909
XEL,2024-08-01,2024-06-30,0.57,0.54,-0.03,-5.2632
XERS,2024-08-08,2024-06-30,-0.11,-0.1,0.01,9.0909
XFOR,2024-08-08,2024-06-30,0.01,-0.07,-0.08,-800.0
XHR,2024-08-01,2024-06-30,0.11,0.15,0.04,36.3636
XMTR,2024-08-08,2024-06-30,-0.12,-0.01,0.11,91.6667
XNCR,2024-08-05,2024-06-30,-0.88,-1.07,-0.19,-21.5909
XOM,2024-08-02,2024-06-30,2.01,2.14,0.13,6.4677
XP,2024-08-13,2024-06-30,1.98,0.3886,-1.5914,-80.3737
XPEL,2024-08-08,2024-06-30,0.46,0.54,0.08,17.3913
XPER,2024-08-05,2024-06-30,-0.03,0.12,0.15,500.0
XPO,2024-08-01,2024-06-30,1.01,1.12,0.11,10.8911
XPOF,2024-08-01,2024-06-30,0.23,-0.03,-0.26,-113.0435
XPRO,2024-07-25,2024-06-30,0.27,0.27,0.0,0.0
XRAY,2024-07-31,2024-06-30,0.5,0.49,-0.01,-2.0
XRX,2024-07-25,2024-06-30,0.43,0.29,-0.14,-32.5581
XYL,2024-07-30,2024-06-30,1.05,1.09,0.04,3.8095
YELP,2024-08-08,2024-06-30,0.27,0.54,0.27,100.0
YETI,2024-08-08,2024-06-30,0.64,0.7,0.06,9.375
YEXT,2024-09-04,2024-07-31,0.03,0.05,0.02,66.6667
YMAB,2024-08-12,2024-06-30,-0.13,-0.21,-0.08,-61.5385
YORW,2024-08-02,2024-06-30,0.45,0.35,-0.1,-22.2222
YOU,2024-08-06,2024-06-30,0.26,0.34,0.08,30.7692
YUM,2024-08-06,2024-06-30,1.33,1.35,0.02,1.5038
Z,2024-08-07,2024-06-30,0.27,0.39,0.12,44.4444
ZBH,2024-08-07,2024-06-30,1.99,2.01,0.02,1.005
ZBRA,2024-07-30,2024-06-30,2.81,3.18,0.37,13.1673
ZD,2024-08-07,2024-06-30,1.26,1.18,-0.08,-6.3492
ZETA,2024-07-31,2024-06-30,0.1,0.13,0.03,30.0
ZEUS,2024-08-01,2024-06-30,0.55,0.66,0.11,20.0
ZG,2024-08-07,2024-06-30,0.27,0.39,0.12,44.4444
ZI,2024-08-05,2024-06-30,0.23,0.17,-0.06,-26.087
ZIMV,2024-08-01,2024-06-30,0.17,0.13,-0.04,-23.5294
ZION,2024-07-22,2024-06-30,1.1,1.29,0.19,17.2727
ZIP,2024-08-07,2024-06-30,-0.08,0.07,0.15,187.5
ZM,2024-08-21,2024-07-31,1.21,1.39,0.18,14.876
ZNTL,2024-08-09,2024-06-30,-0.84,-1.24,-0.4,-47.619
ZS,2024-09-02,2024-07-31,0.69,0.88,0.19,27.5362
ZTS,2024-08-06,2024-06-30,1.49,1.56,0.07,4.698
ZUMZ,2024-06-06,2024-05-31,-1.14,-0.86,0.28,24.5614
ZUO,2024-08-21,2024-07-31,0.1,0.19,0.09,90.0
ZVRA,2024-08-13,2024-06-30,-0.43,-0.48,-0.05,-11.6279
ZWS,2024-07-30,2024-06-30,0.31,0.33,0.02,6.4516
ZYME,2024-08-01,2024-06-30,-0.32,-0.27,0.05,15.625
ZYXI,2024-07-25,2024-06-30,0.08,0.04,-0.04,-50.0
